Excell_order,remark,accession_L,segment_L,accession_S,segment_S,IV_passages,host,country,admin1,location,latitude-old,longitude-old,latitude,longitude,is_same,precision,source,reference,comment_1,comment_2,duplicate_excluded,non_suitable_strain_excluded,kept_in_L_aln,kept_in_S_aln
352,L < 500 nt,KM406582,KM406582|LM0661|Mastomys_natalensis|SierraLeone|2009-08-08,KM406615,KM406615|LM0661|Mouse|Sierra_Leone|2009-08-08,0,,SLE,Bo,Barlie,8.02,-11.58,8.02,-11.58,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406547,,0,0,0,
353,L < 500 nt,KM406583,KM406583|LM0676|Mastomys_natalensis|SierraLeone|2009-08-08,KM406616,KM406616|LM0676|Mouse|Sierra_Leone|2009-08-08,0,,SLE,Bo,Barlie,8.02,-11.58,8.02,-11.58,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406548,,0,0,0,
354,L < 500 nt,KM406584,KM406584|LM0677|Mastomys_natalensis|SierraLeone|2009-08-08,KM406617,KM406617|LM0677|Mouse|Sierra_Leone|2009-08-08,0,,SLE,Bo,Barlie,8.02,-11.58,8.02,-11.58,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406549,,0,0,0,
355,L < 500 nt,KM406585,KM406585|LM0678|Mastomys_natalensis|SierraLeone|2009-08-08,KM406618,KM406618|LM0678|Mouse|Sierra_Leone|2009-08-08,0,,SLE,Bo,Barlie,8.02,-11.58,8.02,-11.58,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406550,,0,0,0,
356,L < 500 nt,KM406586,KM406586|LM0680|Mastomys_natalensis|SierraLeone|2009-08-08,KM406619,KM406619|LM0680|Mouse|Sierra_Leone|2009-08-08,0,,SLE,Bo,Barlie,8.02,-11.58,8.02,-11.58,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406551,,0,0,0,
357,,,,KM406620,KM406620|LM0714|Mouse|Sierra_Leone|2009-08-14,0,Mastomys_natalensis,SLE,Kenema,Yawei,7.82,-10.95,7.82,-10.95,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406552,,0,0,,
358,L < 500 nt,KM406587,KM406587|LM0716|Mastomys_natalensis|SierraLeone|2009-08-14,KM406621,KM406621|LM0716|Mouse|Sierra_Leone|2009-08-14,0,,SLE,Kenema,Yawei,7.82,-10.95,7.82,-10.95,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406553,,0,0,0,
359,L < 500 nt,KM406588,KM406588|Z0005|Mastomys_natalensis|SierraLeone|2009-12-17,KM406622,KM406622|Z0005|Mouse|Sierra_Leone|2009-12-17,0,,SLE,Kenema,Taiama,8.17,-11.23,8.17,-11.23,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406555,,0,0,0,
360,L < 500 nt,KM406589,KM406589|Z0007|Mastomys_natalensis|SierraLeone|2009-12-17,KM406623,KM406623|Z0007|Mouse|Sierra_Leone|2009-12-17,0,,SLE,Kenema,Taiama,8.17,-11.23,8.17,-11.23,,city_Leski_et_al,10.3201/eid2104.141469,Leski et al. 2015. Emerg. Infect. Dis.,KM406556,,0,0,0,
361,,KM821772,KM821772|G502_SLE_2009|Human|Sierra_Leone|2009-04-29,KM821773,KM821773|G502_SLE_2009|Human|Sierra_Leone|2009-04-29,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
362,,KM821774,KM821774|G503_SLE_2009|Human|Sierra_Leone|2009-04-30,KM821775,KM821775|G503_SLE_2009|Human|Sierra_Leone|2009-04-30,0,,SLE,Kenema,Tongo,8.660429,-11.059281,8.2188562,-11.0604289,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,coordinates for Tongo (used to be for Tongoma),,0,0,,
363,,KM821776,KM821776|G610_SLE_2009|Human|Sierra_Leone|2009-08-28,KM821777,KM821777|G610_SLE_2009|Human|Sierra_Leone|2009-08-28,0,,SLE,Kenema,Tongo,8.660429,-11.059281,8.2188562,-11.0604289,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,coordinates for Tongo (used to be for Tongoma),,0,0,,
364,,KM821778,KM821778|G636_SLE_2009|Human|Sierra_Leone|2009-10-09,KM821779,KM821779|G636_SLE_2009|Human|Sierra_Leone|2009-10-09,0,,SLE,Kenema,Kono Gorama,,,8.38727,-11.0879,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
365,,KM821780,KM821780|G676_SLE_2009|Human|Sierra_Leone|2009-12-09,KM821781,KM821781|G676_SLE_2009|Human|Sierra_Leone|2009-12-09,0,,SLE,Kenema,Dodo,8.154893,-11.171735,8.154893,-11.171735,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,true location: Tisun/Dodo (coordinates for Dodo in Kenema),,0,0,,
366,,KM821782,KM821782|G692_SLE_2009|Human|Sierra_Leone|2009-12-31,KM821783,KM821783|G692_SLE_2009|Human|Sierra_Leone|2009-12-31,0,,SLE,Kenema,,,,,,,admin-1,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,location edited,,0,0,,
367,,KM821784,KM821784|G693_SLE_2009|Human|Sierra_Leone|2010-01-01,KM821785,KM821785|G693_SLE_2009|Human|Sierra_Leone|2010-01-01,0,,SLE,Kenema,Tongo,8.660429,-11.059281,8.2188562,-11.0604289,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
368,,KM821786,KM821786|G733_SLE_2010|Human|Sierra_Leone|2010-01-17,KM821787,KM821787|G733_SLE_2010|Human|Sierra_Leone|2010-01-17,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Giehun-Tokuama (near Panguma),,0,0,,
369,,KM821788,KM821788|G771_SLE_2010|Human|Sierra_Leone|2010-02-08,KM821789,KM821789|G771_SLE_2010|Human|Sierra_Leone|2010-02-08,0,,SLE,Kenema,Blama,7.874519,-11.342483,7.874519,-11.342483,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
370,,,,KM821790,KM821790|G806_SLE_2010|Human|Sierra_Leone|2010-02-26,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
371,,KM821791,KM821791|G808_SLE_2010|Human|Sierra_Leone|2010-02-27,KM821792,KM821792|G808_SLE_2010|Human|Sierra_Leone|2010-02-27,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Bajebu (near Panguma),,0,0,,
372,,KM821793,KM821793|G1180_SLE_2010|Human|Sierra_Leone|2010-09-02,KM821794,KM821794|G1180_SLE_2010|Human|Sierra_Leone|2010-09-02,0,,SLE,Kenema,Melegohun,7.862212,-11.196247,,,NO,admin-1,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
373,,KM821795,KM821795|G1190_SLE_2010|Human|Sierra_Leone|2010-09-09,KM821796,KM821796|G1190_SLE_2010|Human|Sierra_Leone|2010-09-09,0,,SLE,Kenema,Melegohun,7.862212,-11.196247,,,NO,admin-1,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,is it Helegohun (8.54224. -11.40826)?,,0,0,,
374,,KM821799,KM821799|G1442_SLE_2011|Human|Sierra_Leone|2011-01-20,KM821800,KM821800|G1442_SLE_2011|Human|Sierra_Leone|2011-01-20,0,,SLE,Kenema,Tongo,8.660429,-11.059281,8.2188562,-11.0604289,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,is it Helegohun (8.54224. -11.40826)?,,0,0,,
375,,KM821801,KM821801|G1529_SLE_2011|Human|Sierra_Leone|2011-03-02,KM821802,KM821802|G1529_SLE_2011|Human|Sierra_Leone|2011-03-02,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
376,,KM821803,KM821803|G1618_SLE_2011|Human|Sierra_Leone|2011-03-26,KM821804,KM821804|G1618_SLE_2011|Human|Sierra_Leone|2011-03-26,0,,SLE,Kailahun,Segbwema,7.862212,-11.196247,7.997399,-10.950236,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
377,,KM821805,KM821805|G1646_SLE_2011|Human|Sierra_Leone|2011-04-13,KM821806,KM821806|G1646_SLE_2011|Human|Sierra_Leone|2011-04-13,0,,SLE,Kenema,Daabu,7.862212,-11.196247,,,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
378,,KM821807,KM821807|G1647_SLE_2011|Human|Sierra_Leone|2011-04-15,KM821808,KM821808|G1647_SLE_2011|Human|Sierra_Leone|2011-04-15,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
379,,KM821809,KM821809|G1727_SLE_2011|Human|Sierra_Leone|2011-05-31,KM821810,KM821810|G1727_SLE_2011|Human|Sierra_Leone|2011-05-31,0,,SLE,Kenema,Lalehun,8.184479,-11.134313,,,NO,several_coord,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
380,,KM821811,KM821811|G1774_SLE_2011|Human|Sierra_Leone|2011-06-11,KM821812,KM821812|G1774_SLE_2011|Human|Sierra_Leone|2011-06-11,0,,SLE,Kenema,Largo,8.05,-11.11,8.05,-11.11,,city_Leski_et_al,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
381,,KM821813,KM821813|G1792_SLE_2011|Human|Sierra_Leone|2011-06-17,KM821814,KM821814|G1792_SLE_2011|Human|Sierra_Leone|2011-06-17,0,,SLE,Kenema,Tongo,8.184479,-11.134313,8.2188562,-11.0604289,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,coordinates for Tongo (used to be for Tongoma),,0,0,,
382,,,,KM821815,KM821815|G1897_SLE_2011|Human|Sierra_Leone|2011-07-27,0,,SLE,Kenema,Segbwema,,,7.997399,-10.950236,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Jiadia (near Segbwema),,0,0,,
383,,,,KM821816,KM821816|G1932_SLE_2011|Human|Sierra_Leone|2011-08-24,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
384,,KM821817,KM821817|G1959_SLE_2011|Human|Sierra_Leone|2011-09-09,KM821818,KM821818|G1959_SLE_2011|Human|Sierra_Leone|2011-09-09,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
385,,KM821819,KM821819|G1960_SLE_2011|Human|Sierra_Leone|2011-09-11,KM821820,KM821820|G1960_SLE_2011|Human|Sierra_Leone|2011-09-11,0,,SLE,Kenema,Tongo Field,7.862212,-11.196247,,,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
386,,KM821821,KM821821|G2141_SLE_2011|Human|Sierra_Leone|2011-11-11,KM821822,KM821822|G2141_SLE_2011|Human|Sierra_Leone|2011-11-11,0,,SLE,Kenema,Ngomba Wandoh,,,,,,admin-1,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
387,,KM821823,KM821823|G2147_SLE_2011|Human|Sierra_Leone|2011-11-16,KM821824,KM821824|G2147_SLE_2011|Human|Sierra_Leone|2011-11-16,0,,SLE,Kenema,Tongo Tongola old town,7.862212,-11.196247,8.21154,-11.05124,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
388,,KM821825,KM821825|G2165_SLE_2011|Human|Sierra_Leone|2011-11-18,KM821826,KM821826|G2165_SLE_2011|Human|Sierra_Leone|2011-11-18,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Kleima (near Panguma),,0,0,,
389,,KM821827,KM821827|G2184_SLE_2011|Human|Sierra_Leone|2011-11-26,KM821828,KM821828|G2184_SLE_2011|Human|Sierra_Leone|2011-11-26,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
390,,KM821829,KM821829|G2197_SLE_2011|Human|Sierra_Leone|2011-12-04,KM821830,KM821830|G2197_SLE_2011|Human|Sierra_Leone|2011-12-04,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Mafaibu (near Panguma),,0,0,,
391,,KM821831,KM821831|G2222_SLE_2011|Human|Sierra_Leone|2011-12-19,KM821832,KM821832|G2222_SLE_2011|Human|Sierra_Leone|2011-12-19,0,,SLE,Kenema,Largo,8.05,-11.11,8.05,-11.11,,city_Leski_et_al,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
392,,,,KM821833,KM821833|G2230_SLE_2012|Human|Sierra_Leone|2011-12-29,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
393,,KM821834,KM821834|G2259_SLE_2012|Human|Sierra_Leone|2012-01-16,KM821835,KM821835|G2259_SLE_2012|Human|Sierra_Leone|2012-01-16,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
394,,KM821836,KM821836|G2263_SLE_2012|Human|Sierra_Leone|2012-01-17,KM821837,KM821837|G2263_SLE_2012|Human|Sierra_Leone|2012-01-17,0,,SLE,Kailahun,Borbohun,7.862212,-11.196247,,,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,is it rather Bombohun in Kalaihun district (7.965000. -10.833611)?,,0,0,,
395,,KM821838,KM821838|G2280_SLE_2012|Human|Sierra_Leone|2012-01-23,KM821839,KM821839|G2280_SLE_2012|Human|Sierra_Leone|2012-01-23,0,,SLE,Kenema,Pegama,7.862212,-11.196247,8.116599,-11.174797,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
396,,KM821840,KM821840|G2295_SLE_2012|Human|Sierra_Leone|2012-01-31,KM821841,KM821841|G2295_SLE_2012|Human|Sierra_Leone|2012-01-31,0,,SLE,Kenema,Lalehun,8.184479,-11.134313,8.1978275,-11.0803252,NO,highest_admin_coord,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
397,,KM821842,KM821842|G2315_SLE_2012|Human|Sierra_Leone|2012-02-10,KM821843,KM821843|G2315_SLE_2012|Human|Sierra_Leone|2012-02-10,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Kangama Ngorama (near Panguma),,0,0,,
398,,KM821844,KM821844|G2318_SLE_2012|Human|Sierra_Leone|2012-02-12,KM821845,KM821845|G2318_SLE_2012|Human|Sierra_Leone|2012-02-12,0,,SLE,Kenema,Ngiehun,,,8.18,-11.08,NO,city_Leski_et_al,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
399,,KM821846,KM821846|G2363_SLE_2012|Human|Sierra_Leone|2012-02-27,KM821847,KM821847|G2363_SLE_2012|Human|Sierra_Leone|2012-02-27,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
400,,,,KM821848,KM821848|G2384_SLE_2012|Human|Sierra_Leone|2012-03-09,0,,SLE,Kailahun,Segbwema,7.997399,-10.950236,7.997399,-10.950236,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Jiadia (near Segbwema),,0,0,,
401,,KM821849,KM821849|G2392_SLE_2012|Human|Sierra_Leone|2012-03-14,KM821850,KM821850|G2392_SLE_2012|Human|Sierra_Leone|2012-03-14,0,,SLE,Kenema,Patama,7.862212,-11.196247,,,NO,several_coord,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
402,,KM821851,KM821851|G2405_SLE_2012|Human|Sierra_Leone|2012-03-27,KM821852,KM821852|G2405_SLE_2012|Human|Sierra_Leone|2012-03-27,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
403,,KM821853,KM821853|G2427_SLE_2012|Human|Sierra_Leone|2012-03-31,KM821854,KM821854|G2427_SLE_2012|Human|Sierra_Leone|2012-03-31,0,,SLE,Kenema,Nekabu,7.862212,-11.196247,7.925974,-11.054267,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
404,,KM821855,KM821855|G2431_SLE_2012|Human|Sierra_Leone|2012-04-02,KM821856,KM821856|G2431_SLE_2012|Human|Sierra_Leone|2012-04-02,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
405,,,,KM821857,KM821857|G2511_SLE_2012|Human|Sierra_Leone|2012-05-18,0,,SLE,Kenema,Kamboma,8.184479,-11.134313,8.356385,-11.433121,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Kamboma Oldtown (near Panguma),,0,0,,
406,,KM821858,KM821858|G2554_SLE_2012|Human|Sierra_Leone|2012-06-24,KM821859,KM821859|G2554_SLE_2012|Human|Sierra_Leone|2012-06-24,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
407,,KM821860,KM821860|G2557_SLE_2012|Human|Sierra_Leone|2012-06-26,KM821861,KM821861|G2557_SLE_2012|Human|Sierra_Leone|2012-06-26,0,,SLE,Bo,Taninahun Malin,,,7.891162,-12.086255,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
408,,KM821862,KM821862|G2565_SLE_2012|Human|Sierra_Leone|2012-07-02,KM821863,KM821863|G2565_SLE_2012|Human|Sierra_Leone|2012-07-02,0,,SLE,Kenema,Tongo Field,,,,,,admin-1,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
409,,KM821864,KM821864|G2587_SLE_2012|Human|Sierra_Leone|2012-07-04,KM821865,KM821865|G2587_SLE_2012|Human|Sierra_Leone|2012-07-04,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
410,,KM821866,KM821866|G2612_SLE_2012|Human|Sierra_Leone|2012-07-23,KM821867,KM821867|G2612_SLE_2012|Human|Sierra_Leone|2012-07-23,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
411,,KM821868,KM821868|G2615_SLE_2012|Human|Sierra_Leone|2012-07-24,KM821869,KM821869|G2615_SLE_2012|Human|Sierra_Leone|2012-07-24,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
412,,KM821870,KM821870|G2723_SLE_2012|Human|Sierra_Leone|2012-08-21,KM821871,KM821871|G2723_SLE_2012|Human|Sierra_Leone|2012-08-21,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
413,,,,KM821872,KM821872|G2789_SLE_2012|Human|Sierra_Leone|2012-09-08,0,,SLE,,,,,,,,country,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
414,,KM821873,KM821873|G2868_SLE_2012|Human|Sierra_Leone|2012-10-08,KM821874,KM821874|G2868_SLE_2012|Human|Sierra_Leone|2012-10-08,0,,SLE,Kenema,Kpetema-Brewaya,7.862212,-11.196247,8.355083,-11.324278,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,location edited (coordinates for Brewaya in Kenema. close 4 to 10 miles from Kpetaya in Bo),,0,0,,
415,,KM821875,KM821875|G2903_SLE_2012|Human|Sierra_Leone|2012-10-30,KM821876,KM821876|G2903_SLE_2012|Human|Sierra_Leone|2012-10-30,0,,SLE,Bo,Gondama,7.862212,-11.196247,7.86688,-11.70931,NO,GeoNames_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,closest coordinates to Torkpoi Town,,0,0,,
416,,,,KM821877,KM821877|G2906_SLE_2012|Human|Sierra_Leone|2012-11-03,0,,SLE,Kenema,Kenema,7.862212,-11.196247,7.862212,-11.196247,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
417,,,,KM821878,KM821878|G2934_SLE_2012|Human|Sierra_Leone|2012-11-27,0,,SLE,Kenema,Tongo,7.862212,-11.196247,8.2188562,-11.0604289,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,location edited coordinates for Tongo used to be Tongoma,,0,0,,
418,,KM821879,KM821879|G2944_SLE_2012|Human|Sierra_Leone|2012-12-05,KM821880,KM821880|G2944_SLE_2012|Human|Sierra_Leone|2012-12-05,0,,SLE,Kenema,Seleima,7.862212,-11.196247,,,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
419,,KM821881,KM821881|G3010_SLE_2013|Human|Sierra_Leone|2013-02-05,KM821882,KM821882|G3010_SLE_2013|Human|Sierra_Leone|2013-02-05,0,,SLE,Kenema,Nyadeyama,7.862212,-11.196247,8.3188107,-11.3151104,NO,city_OpenStreetMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
420,,KM821883,KM821883|G3016_SLE_2013|Human|Sierra_Leone|2013-02-14,KM821884,KM821884|G3016_SLE_2013|Human|Sierra_Leone|2013-02-14,0,,SLE,Kenema,Panguma,7.862212,-11.196247,8.184479,-11.134313,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Macca (near Panguma),,0,0,,
421,,,,KM821885,KM821885|G3034_SLE_2013|Human|Sierra_Leone|2013-02-27,0,,SLE,Bo,Bo,8.064348,-11.619382,7.954896,-11.740823,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
422,,,,KM821886,KM821886|G3076_SLE_2013|Human|Sierra_Leone|2013-04-15,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Tiama (near Panguma),,0,0,,
423,,,,KM821887,KM821887|G3101_SLE_2013|Human|Sierra_Leone|2013-05-11,0,,SLE,Kenema,Gbado,,,8.007853,-11.278946,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
424,,KM821888,KM821888|G3106_SLE_2013|Human|Sierra_Leone|2013-05-14,KM821889,KM821889|G3106_SLE_2013|Human|Sierra_Leone|2013-05-14,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Madina (near Panguma),,0,0,,
425,,,,KM821890,KM821890|G3110_SLE_2013|Human|Sierra_Leone|2013,0,,SLE,Bombali,Makeni,,,8.87184,-12.038183,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
426,,KM821891,KM821891|G3148_SLE_2013|Human|Sierra_Leone|2013-06-01,KM821892,KM821892|G3148_SLE_2013|Human|Sierra_Leone|2013-06-01,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Nojiehun (near Panguma),,0,0,,
427,,KM821893,KM821893|G3151_SLE_2013|Human|Sierra_Leone|2013-06-05,KM821894,KM821894|G3151_SLE_2013|Human|Sierra_Leone|2013-06-05,0,,SLE,Kenema,Kebawana,7.862212,-11.196247,7.65,-11.133333,NO,NGA_gazetter,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,location edited (for Kebawana in Kenema. old name Kebwana),,0,0,,
428,,,,KM821895,KM821895|G3157_SLE_2013|Human|Sierra_Leone|2013-06-11,0,,SLE,Kenema,Jamboma,7.862212,-11.196247,,,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,location edited (coordinates Jamboma not in Kenema),,0,0,,
429,,KM821896,KM821896|G3170_SLE_2013|Human|Sierra_Leone|2013-06-13,KM821897,KM821897|G3170_SLE_2013|Human|Sierra_Leone|2013-06-13,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,,,0,0,,
430,,KM821898,KM821898|G3206_SLE_2013|Human|Sierra_Leone|2013-07-01,KM821899,KM821899|G3206_SLE_2013|Human|Sierra_Leone|2013-07-01,0,,SLE,Kenema,Panguma,8.184479,-11.134313,8.184479,-11.134313,,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,Seeliama Kojo  (near Pangyuma),,0,0,,
431,,,,KM821900,KM821900|G3222_SLE_2013|Human|Sierra_Leone|2013-07-10,0,,SLE,Kenema,Kebawana - Dama,7.862212,-11.196247,7.65,-11.133333,NO,city_GoogleMap,10.1016/j.cell.2015.07.020,Andersen et al. 2015. Cell,location edited (coordinates for Kebawana in Kenema),,0,0,,
